v1	v2	label
P05085	P11746	1
Q03018	Q08581	1
P32607	P38165	1
P39720	P52960	1
P14284	P38927	1
P11938	P29539	1
P23201	Q00772	1
P35817	P32447	1
P04050	P38902	1
Q05021	P35817	1
Q02983	P53437	1
Q02983	P38204	1
P46678	P29056	1
P46678	P13393	1
Q12440	Q08683	1
Q12440	Q04601	1
Q12440	Q12157	1
Q04601	P53886	1
Q04601	Q08683	1
Q04601	P16522	1
Q04601	Q12157	1
P16522	Q08683	1
P36015	P39968	1
P38634	P07834	1
P0CY11	P0CY09	1
P0CY09	P11746	1
P50077	P41821	1
P38912	P39730	1
P38912	P32911	1
P11927	P38863	1
P09119	P29496	1
P25651	P40537	1
P25651	Q02208	1
P25651	Q12066	1
P30665	P29469	1
P30665	P24279	1
P30665	P53091	1
P30665	P38132	1
P10363	P13382	1
P38907	Q02732	1
Q12748	P38907	1
Q12748	Q02732	1
P38907	P35201	1
P09932	Q04511	1
Q12188	P32562	1
P47103	P31539	1
P15705	P31539	1
Q01939	P53549	1
P06779	P06701	1
P25454	P38086	1
P32600	P47041	1
P38873	Q08921	1
P32600	P20081	1
P04786	P53840	1
P18851	D6VTK4	1
P08539	D6VTK4	1
P39010	P18851	1
P35187	P22216	1
P21691	P06700	1
P35193	P22855	1
P53894	P25344	1
P38207	P15873	1
Q04049	P15873	1
Q12446	P47068	1
Q12446	P32793	1
Q12446	P40073	1
P60010	P37370	1
P19524	P60010	1
P06780	Q12434	1
Q04659	P53840	1
P15891	P40563	1
P39743	P38266	1
P39013	P53309	1
P54784	P53261	1
P53261	P53742	1
P53261	P26321	1
Q12692	Q05471	1
Q12692	P53067	1
Q12692	Q03940	1
Q12692	Q03388	1
Q12692	Q03433	1
Q05471	Q03388	1
Q05471	P31376	1
P53930	P38811	1
P53930	Q06337	1
P53930	Q03388	1
P53930	P35817	1
P53930	P80428	1
P53930	Q03940	1
P53930	Q12464	1
P53930	Q12432	1
P53930	P60010	1
P53201	P43572	1
P53201	Q03388	1
P53201	P60010	1
P53201	P38326	1
P53201	Q03433	1
P53201	P31376	1
P53930	P31376	1
P53930	Q06707	1
P53115	P53946	1
P53115	Q03940	1
Q12692	P04911	1
Q12464	Q12386	1
Q12464	P53946	1
Q12464	P60010	1
Q12518	P22137	1
Q05785	P22137	1
Q04437	P11978	1
P02829	P33313	1
P33313	P47103	1
P15705	P02829	1
P14747	P02829	1
P02829	P53691	1
P02829	P47103	1
P02829	P32589	1
P40957	P41695	1
P33332	P06780	1
P32608	P34072	1
Q02159	Q08109	1
P20606	Q01590	1
P39940	P38356	1
P0CG63	P38817	1
Q12158	P32597	1
P40541	P32908	1
P40541	P47037	1
P47017	Q12517	1
P40089	Q12517	1
P57743	P32639	1
P57743	P40070	1
P47093	P33334	1
P47093	P32639	1
P47093	Q12420	1
P39515	P42949	1
P42949	P32897	1
P42949	Q01852	1
P42949	Q07914	1
P57744	P53299	1
P32897	P00175	1
P39107	P32629	1
P39107	P47124	1
P20795	P32854	1
Q08951	P38959	1
Q08951	Q12241	1
Q02948	Q05919	1
Q02948	P22543	1
Q05919	P22543	1
Q05919	P22219	1
P38270	P22219	1
P38270	P22543	1
P32504	P40969	1
P32504	P35203	1
P60010	P32599	1
P35203	Q08446	1
P52286	P32504	1
Q07478	P53552	1
P53552	Q12159	1
P33441	Q12159	1
O13539	Q07478	1
Q07540	Q03020	1
P53867	P38182	1
P0CS90	P35191	1
P38827	Q03012	1
P38827	P36104	1
P38827	Q03323	1
P38827	P38337	1
P43132	Q03012	1
P43132	P36104	1
P43132	P38337	1
Q03012	P36104	1
Q03012	Q03323	1
Q03012	P38337	1
P36104	Q06632	1
P36104	Q08553	1
P38123	P36104	1
P38123	Q03323	1
P38123	P38337	1
Q03323	P38337	1
O94742	P33297	1
O94742	P43588	1
O94742	Q04062	1
Q01939	P33297	1
O94742	P38764	1
O94742	P32565	1
O94742	P40016	1
O94742	P33299	1
O94742	P40327	1
O94742	P53549	1
O94742	Q12377	1
O94742	Q12250	1
O94742	Q06103	1
O94742	P32496	1
P25385	P36015	1
P38736	P22214	1
P46672	P46655	1
P17967	Q03103	1
Q12186	P36084	1
P33203	Q12186	1
P33203	P33334	1
P33775	P31382	1
P20676	P52593	1
P52593	Q02630	1
P46673	Q02199	1
P52891	Q02199	1
Q06168	P32597	1
P27796	P38855	1
P80667	P38855	1
P80667	P50091	1
P32337	Q02630	1
P32337	P14907	1
P07284	P50091	1
P28834	P28241	1
P53250	P60010	1
P41909	P34230	1
P41910	P32349	1
P17629	P38922	1
P25555	P38922	1
P38922	P53552	1
P38922	P33441	1
P38922	O13539	1
P38922	Q12159	1
Q01560	P22147	1
P38881	P39968	1
P40003	P39968	1
P39015	P26784	1
P39015	P04456	1
P32639	Q03338	1
P32639	P49704	1
P32639	P40018	1
P32639	P40070	1
P32639	Q02260	1
P32639	Q06406	1
P32639	P53905	1
P32639	P38203	1
P32639	P40089	1
P46673	P35729	1
P22579	P41546	1
P52917	Q12033	1
P52917	P69771	1
Q04272	Q12483	1
Q04272	Q02767	1
Q04272	Q06696	1
Q12483	Q02767	1
P25604	P38753	1
P36095	P39929	1
P47142	Q04272	1
P47142	Q02767	1
Q02767	Q06696	1
Q02767	Q99176	1
P48582	P39929	1
P39929	Q12033	1
P38753	P39940	1
Q06263	P39929	1
Q06263	P69771	1
P32499	Q02629	1
Q99257	P04147	1
Q02630	P46673	1
Q02630	P52891	1
P52891	P36161	1
Q02629	P52891	1
Q02629	Q03862	1
P38817	P47160	1
Q12028	P47160	1
Q12028	Q03769	1
P38817	Q03769	1
P40010	Q12522	1
P53865	Q12411	1
P53742	P14126	1
P53742	P40693	1
P49686	P32505	1
P48837	P52891	1
P39727	Q04651	1
P53861	Q03071	1
P17255	P37296	1
P32563	P41807	1
P27351	Q00381	1
Q99186	P27351	1
Q99186	Q00381	1
Q00776	P35181	1
P40422	P22138	1
Q07879	P38862	1
P39705	Q99257	1
P20676	Q99257	1
P46674	P20676	1
P40961	P50085	1
P40070	P40018	1
P43321	P40018	1
Q04477	P25344	1
P22203	P48836	1
Q00416	P04050	1
Q06336	P11076	1
P38817	P11076	1
Q08873	P60010	1
Q12004	P06839	1
Q12004	Q04673	1
Q12004	Q02939	1
Q12330	P40204	1
P32864	P20133	1
P32864	P07560	1
P53045	P40030	1
Q12452	P40030	1
P16523	Q03782	1
Q08746	P0C0W9	1
P36108	P39929	1
Q12265	P38063	1
P25694	P54730	1
P25694	P47049	1
P38349	P25694	1
Q04969	P52870	1
P38116	Q06704	1
P36145	P19659	1
Q02554	Q99181	1
Q03940	P80428	1
Q03940	P60010	1
P32769	P33309	1
P25515	P32842	1
Q12518	P32521	1
Q12518	P0CG63	1
P53146	P28791	1
P29478	P38688	1
P29478	P32342	1
Q06835	Q04693	1
Q06835	Q02554	1
Q06835	P40565	1
Q08963	Q06217	1
Q08963	P40567	1
P23301	P47120	1
P23301	P38791	1
P53935	P40567	1
P34111	Q12415	1
P34111	Q06339	1
P33339	Q06339	1
P33760	Q08215	1
P36057	P32916	1
Q04935	P00410	1
P41805	P35184	1
Q06344	P25586	1
P04147	P39936	1
P50108	P46985	1
P46985	P47124	1
P50108	P47124	1
P32629	P47124	1
P50108	P39107	1
P39103	P32335	1
P20438	P07834	1
P20438	P39083	1
P20438	P32873	1
P20438	P36167	1
P24870	P38634	1
P24870	P04821	1
P24870	P21192	1
P24870	P22204	1
P30283	P21268	1
P38826	P30283	1
P25694	Q04228	1
Q04373	P36068	1
Q03067	P38811	1
Q03067	P35177	1
Q03067	P38129	1
Q03067	P32494	1
Q03067	P53165	1
Q03067	P50875	1
Q03067	P38915	1
Q03067	Q03761	1
Q03067	P53040	1
Q03067	Q12060	1
Q03067	P50102	1
Q03067	Q03330	1
Q03067	Q02336	1
Q03067	P25554	1
Q03067	Q05027	1
P50105	P32774	1
P28743	P11709	1
Q06506	P15646	1
P32334	P40073	1
P38333	Q06679	1
P06700	Q00684	1
P40073	P23561	1
P19524	Q06324	1
Q12416	P25302	1
Q08032	P32354	1
Q03071	P31244	1
Q08438	P26570	1
P19659	P40356	1
P25694	Q12229	1
P25694	Q06682	1
Q99332	P23287	1
P14693	P53969	1
P25586	P40546	1
P46674	P06704	1
P40559	P36115	1
P38121	P38960	1
P04147	P36102	1
Q12149	Q08491	1
Q12149	P48240	1
P30283	P32526	1
P22336	Q04377	1
P35845	P38881	1
P02557	P09733	1
P02557	P46675	1
Q08446	P02829	1
P53691	P28707	1
P23561	P06784	1
P53930	P40150	1
P53930	P39995	1
P53930	P47128	1
P32354	P20457	1
P39940	P35210	1
P53924	Q05791	1
P43682	P22213	1
P38736	P22213	1
P38633	Q06213	1
P38633	P32569	1
P53114	Q12321	1
P53114	P32259	1
P32569	P38931	1
P47822	P40356	1
P47822	P38633	1
Q12461	P23595	1
P13382	P36070	1
P11076	P11075	1
P11076	P35197	1
P32571	P48582	1
P36046	O74700	1
P36046	Q12287	1
Q08649	P53911	1
P43572	P53911	1
P38806	P53911	1
P39995	Q06337	1
P39995	P53911	1
P47128	P53911	1
P53911	Q06337	1
P53911	P53201	1
P38304	P38633	1
P34241	Q12499	1
P34241	P33322	1
P34241	P53734	1
P34241	P53131	1
P34241	Q04660	1
P34241	Q08287	1
P34241	Q12176	1
P34241	P47108	1
P34241	P26784	1
P38803	Q12019	1
P53877	Q12019	1
P38803	P53313	1
P38803	Q02892	1
P53877	Q02892	1
P18888	P53330	1
P53330	P32591	1
Q3E7C1	Q02939	1
Q3E7C1	Q12004	1
P14064	P06774	1
P14064	P13434	1
P15891	P50942	1
P47068	P40563	1
P38822	P53933	1
P38822	P25385	1
Q05080	P53901	1
Q12446	P39940	1
P36006	Q01389	1
P37370	P39743	1
P38753	P40453	1
P38753	P36037	1
Q06449	Q08601	1
Q06449	P0CG63	1
Q05543	P04050	1
P39081	Q06632	1
P39081	Q01329	1
P04050	P33203	1
P06104	P04050	1
P43605	P47069	1
P32565	P32496	1
P39521	P39520	1
P39521	Q04930	1
P80428	Q03388	1
P80428	Q06337	1
P80428	Q12386	1
P80428	P53946	1
P80428	Q12464	1
P80428	Q12432	1
P80428	P39995	1
P80428	P43579	1
P80428	P31376	1
P04911	Q03940	1
P22138	P46669	1
P47083	P40362	1
P47083	Q06512	1
P47083	Q06078	1
Q12159	P40069	1
Q12159	P32505	1
Q12159	P40991	1
Q12159	P42846	1
Q12159	Q05029	1
Q12159	P24783	1
Q12159	P22147	1
Q12159	P38833	1
Q12159	P53145	1
Q99383	Q01560	1
P40961	P40341	1
P40961	P39925	1
P46683	P05750	1
P53115	P04911	1
Q12306	P53939	1
Q12306	P38838	1
Q12306	Q12329	1
Q12306	P06786	1
Q12306	P15873	1
Q12306	P33417	1
Q12306	Q12050	1
Q12306	Q08204	1
Q12306	Q03661	1
Q12306	Q05024	1
Q12306	Q03973	1
Q12306	P32495	1
Q12306	P25567	1
Q12306	P38879	1
Q12306	Q07478	1
Q12306	Q06178	1
Q12306	P00931	1
Q12306	P32499	1
Q12306	P60010	1
Q12306	P32458	1
Q12306	P53958	1
Q12306	Q04461	1
P22141	P43588	1
P22141	P33297	1
P22141	P40150	1
Q02554	P32639	1
Q12186	P32909	1
P36084	P32909	1
Q07350	Q04477	1
P01097	P36022	1
P38748	P53253	1
P34237	Q03954	1
P21192	Q06629	1
Q04477	Q06324	1
Q04477	Q06629	1
P33895	Q06629	1
P38853	P36022	1
P38853	P39013	1
P38853	P39946	1
P38853	P39723	1
P39523	P40091	1
P40957	Q06629	1
P47024	P39723	1
Q07457	P33895	1
P17065	P32389	1
Q00402	P33895	1
Q00402	P53253	1
P31111	P33895	1
P32618	P33895	1
P32618	P53253	1
P32618	Q03954	1
P53253	P17119	1
P47037	Q12267	1
P40352	P39013	1
P32458	Q02732	1
P47149	P53159	1
P47149	Q00402	1
P47149	Q06629	1
P47149	P52553	1
P47149	Q01649	1
P47149	P39946	1
P47149	P17119	1
P47149	P53148	1
P47149	P40460	1
P36094	P33895	1
Q06568	P32457	1
P39946	P38313	1
P17119	P33895	1
P40460	P38236	1
P33419	P11709	1
P08153	P53253	1
P32389	P39013	1
P47076	P29056	1
P17106	P32504	1
P18852	P39010	1
P38041	P29366	1
P25344	P32917	1
P01123	Q01590	1
P38792	P25359	1
P38792	Q12277	1
P40005	P48363	1
P40005	P52553	1
Q04477	P43618	1
P05626	P09457	1
P43321	Q12420	1
P39935	P32911	1
P39940	P43602	1
Q06697	P27692	1
P53150	P33301	1
P53280	P34909	1
P32563	P16140	1
P32563	P31412	1
P32563	P22203	1
P32563	P48836	1
P16522	P53197	1
P39705	P40069	1
P06787	P43588	1
P12684	Q08109	1
Q02630	P52918	1
Q02630	P36161	1
P52286	P38352	1
P52286	Q04847	1
Q03956	P22203	1
P47104	P22203	1
P52286	P16140	1
Q02100	P14922	1
P39073	P38931	1
P33299	P50086	1
P33299	O13563	1
P50086	Q01939	1
O13563	P38886	1
P08518	P22139	1
P09457	P30902	1
P00890	P17505	1
P38700	P35181	1
P40477	Q12315	1
P42951	Q12446	1
P53207	P33203	1
P53207	P39682	1
P53207	Q02260	1
P53207	Q06217	1
P22138	P22139	1
P21374	Q08963	1
P38129	P34162	1
P53886	Q08683	1
P38636	P38995	1
P14906	P16474	1
P38523	Q01852	1
P00546	P24868	1
P00546	P24871	1
P22543	P22219	1
P13393	P03069	1
P35056	P32796	1
P21951	P10363	1
P38632	Q08204	1
P38632	Q12749	1
Q12344	Q04322	1
Q03497	Q12163	1
P25638	P38768	1
P25638	P02829	1
P25638	Q03940	1
P25638	Q12464	1
P38768	Q12464	1
P38768	Q03940	1
P40154	Q05471	1
P40154	Q03940	1
P40154	Q12464	1
P40154	P60010	1
P40154	P43579	1
P02829	P25644	1
P02829	Q00772	1
P02829	P38768	1
P02829	Q03940	1
P02829	Q03280	1
P02829	P38788	1
P02829	P38828	1
P02829	P33322	1
P50102	P53165	1
P50102	P38915	1
P50102	P25554	1
P35734	P69851	1
P35734	P69852	1
P53840	P25588	1
Q04659	P25588	1
Q04659	P38132	1
P25588	P29469	1
P25588	P24279	1
Q08032	P53091	1
Q08032	P24279	1
P53840	P29496	1
P38768	Q12499	1
P39990	P15646	1
P53104	Q06410	1
Q06410	Q06628	1
Q03195	P26784	1
P38042	P53197	1
P40087	P38764	1
P09932	P38764	1
Q02455	P40457	1
P40457	P32380	1
P40457	P36094	1
P06700	P32354	1
P06701	P32354	1
P35189	P32597	1
P35187	P32829	1
Q12038	P19524	1
P53197	P09798	1
P39940	Q01476	1
P39940	Q12242	1
Q01476	Q12242	1
P49956	P25559	1
P12954	P15873	1
P12954	P50623	1
P35187	Q02685	1
Q02685	P13099	1
P36094	P06787	1
P53865	P06787	1
P33419	P06787	1
P38111	P22216	1
Q00582	Q02205	1
P53743	P42945	1
P53743	Q12220	1
P53743	P20448	1
P53743	Q03532	1
P22137	P38856	1
P22137	P53309	1
P38881	Q99190	1
P48561	P47047	1
Q08278	P19659	1
Q08278	P40356	1
P38304	P32259	1
P38304	P40356	1
P32897	P53220	1
P53220	P49334	1
P53220	P39515	1
P53220	Q02776	1
P35197	P38116	1
P38811	Q12060	1
P38811	P32494	1
P38811	P06844	1
P53735	Q03455	1
P40021	P24276	1
Q02455	Q99257	1
Q02455	Q12159	1
P40457	P32505	1
P40457	Q99257	1
P40457	Q12159	1
P31412	P22203	1
P48836	P17255	1
P53067	P29055	1
Q04947	P53633	1
P53951	P53079	1
P53951	Q06096	1
P53959	P53079	1
Q06096	P53079	1
P53195	P53951	1
P53951	P40094	1
P53959	P53951	1
P53195	P40094	1
P53195	Q06096	1
P32776	P06839	1
Q12745	P53847	1
Q12745	P33891	1
Q12745	P28791	1
P53146	Q12745	1
P53146	P33891	1
P28791	P53847	1
Q12745	P41834	1
P53847	P41834	1
P40507	P47047	1
P21560	P37267	1
P02829	P47123	1
P06782	P40150	1
P32589	P40150	1
P29469	P53091	1
P29469	P38132	1
P24279	P53091	1
P32849	P15873	1
Q04199	P40161	1
P00546	P32944	1
P40024	P26784	1
P40024	P06105	1
P40024	Q12000	1
P38261	Q12038	1
P32897	P36147	1
P35193	Q12527	1
Q12527	Q06410	1
Q12527	Q07528	1
P43588	P33297	1
P12689	P38927	1
P22803	P38013	1
P22803	P34760	1
P22803	P40029	1
P41805	P38861	1
Q99257	Q01560	1
P35127	P0CG63	1
Q05787	Q08109	1
P01149	D6VTK4	1
P40046	Q02725	1
P06704	Q07878	1
P25390	P08018	1
P38861	Q02892	1
P48510	P33299	1
P15873	Q12050	1
Q04225	P40693	1
P35056	P32419	1
P42844	P0CS90	1
P53955	Q04749	1
P53955	P38346	1
P38751	Q12318	1
P38751	P40465	1
P38957	Q12318	1
P09064	P32911	1
P32489	P89114	1
Q06245	P30619	1
P54860	P25694	1
P32628	P25694	1
P33760	P24004	1
P80667	Q07418	1
Q02969	Q07418	1
P36046	P53299	1
P32897	P23644	1
P04050	Q06706	1
P33299	P32565	1
P07251	P00830	1
P22082	P09547	1
P22203	P16140	1
P22203	P41807	1
P32639	P38282	1
P32639	P54999	1
P32639	P40204	1
P38764	P33297	1
P32523	P32605	1
P32523	Q12420	1
P32523	P39517	1
P40356	Q12321	1
P40356	P32259	1
P40356	P32569	1
Q06488	P53236	1
P40348	P38630	1
Q02630	Q12315	1
Q02630	P49686	1
Q02630	Q02199	1
Q02630	P47054	1
Q02630	Q02629	1
Q02630	P39685	1
Q02630	Q03790	1
Q02630	Q04031	1
P30656	P30657	1
P30656	P38737	1
P40356	P53114	1
Q05027	P38915	1
P05626	P07251	1
P05626	P00830	1
P05626	P21306	1
P05626	P30902	1
P14906	P35179	1
P38782	P19659	1
Q12004	Q03290	1
Q12004	P37366	1
P38764	Q06103	1
P32380	P09733	1
P38428	Q02159	1
P29478	P38687	1
P29478	P38985	1
P10964	Q05022	1
P46669	P33322	1
P15367	P46965	1
P22336	P26755	1
Q12377	P32565	1
P10363	P20457	1
P34162	P19659	1
P34162	P13393	1
P32569	P19659	1
P53236	Q12406	1
P53236	Q06639	1
P53236	Q02206	1
P53236	Q06168	1
P32897	P19882	1
P32897	P38523	1
Q08649	P47128	1
Q08649	P39995	1
P69852	P36131	1
P69852	Q03954	1
P69852	P36162	1
P69852	Q12248	1
P69852	P69851	1
P31376	Q03940	1
P31376	Q03388	1
P31376	Q12464	1
P31383	P40150	1
P31384	P40314	1
P28005	P41812	1
P22336	P02294	1
P02294	P32558	1
P02294	Q12692	1
P32479	Q01448	1
P23724	P21243	1
P23724	P38624	1
P23724	P40302	1
P23724	P21242	1
P38187	Q99247	1
Q3E840	P31386	1
P38222	Q01662	1
P19735	P40018	1
P32833	Q12341	1
P15731	P34909	1
P38254	P39998	1
P38255	P31385	1
P38255	P38429	1
P38255	P50947	1
P38255	Q03010	1
P38255	Q08923	1
P32605	P40018	1
P16140	P32610	1
P16140	P39111	1
P16140	P41807	1
P20486	P40150	1
P20434	Q07532	1
P20434	P43573	1
P20434	P32914	1
P20434	P38902	1
P20434	P20436	1
P38293	P22141	1
P38293	Q05778	1
P38304	P53114	1
P38304	Q06213	1
P13712	Q04199	1
P38313	Q06162	1
Q01448	P32480	1
P38138	Q04924	1
P25554	P32494	1
P25554	P50875	1
P25554	Q12060	1
P25558	P34730	1
Q9URQ5	Q06168	1
P25638	Q12499	1
P25648	P38931	1
P25648	P39073	1
Q03435	Q03940	1
Q03435	Q12345	1
P40327	P32565	1
P40327	P33297	1
Q07350	Q12159	1
Q07350	P40018	1
P10849	P42900	1
Q07362	P38828	1
Q07458	P38255	1
Q07508	P32605	1
P38985	P32342	1
P38985	P38688	1
P38985	P38687	1
P38985	P20424	1
Q12377	P50086	1
P43124	P38632	1
P43124	Q08204	1
P06242	Q12004	1
Q07532	P38902	1
Q07532	P08518	1
P39078	P39079	1
P39078	P35732	1
Q12250	P18759	1
Q12250	P50086	1
Q12250	P32565	1
P25441	P22276	1
P25441	P32349	1
P32495	P25586	1
P32495	Q6Q547	1
Q12421	Q06410	1
Q03195	P47118	1
Q03921	P48563	1
Q12030	P53165	1
P32494	Q12060	1
Q03981	Q12348	1
Q03940	Q03388	1
Q03940	Q12386	1
P04911	P38193	1
P04911	P32345	1
P04911	Q04636	1
P04911	P40164	1
Q04947	P07267	1
Q03776	Q03782	1
Q03776	P53207	1
P41810	P40509	1
P41810	P32074	1
Q03782	P40018	1
Q03784	Q03337	1
Q03784	Q99394	1
P38907	Q12161	1
Q06631	P48234	1
Q06631	P20448	1
P47822	P19659	1
P32776	Q03290	1
P69851	P36131	1
Q06678	P36519	1
Q06678	P36527	1
Q06678	P12687	1
Q06678	P36528	1
Q06679	Q04177	1
Q06333	P35727	1
Q06339	Q12415	1
Q06339	Q12308	1
Q06344	P38712	1
Q06344	P33322	1
Q92317	P40096	1
Q04177	P53741	1
Q04177	Q02931	1
P32387	P36534	1
Q04183	Q99394	1
Q04049	P38828	1
Q04062	P18759	1
Q04062	P50086	1
Q04062	P32565	1
Q04062	O13563	1
Q04062	P33297	1
Q04062	Q06103	1
Q02336	P25649	1
Q03290	Q04673	1
Q03388	Q12464	1
Q04373	P10080	1
Q04410	P40482	1
Q04410	P15303	1
P40005	P53900	1
P40003	Q06333	1
P40003	P53158	1
P40003	Q06071	1
P40003	P48232	1
P39995	P38811	1
P39995	Q12432	1
P32628	P43588	1
P32617	Q03940	1
P32617	P53115	1
P32617	P53946	1
P32617	Q12386	1
P32617	Q12464	1
P39984	P38826	1
P39984	P54784	1
P32569	P53114	1
P32569	P39073	1
P32569	Q06213	1
P40018	P33203	1
P40018	Q12420	1
P40018	Q08963	1
Q6Q560	P25374	1
Q6Q560	P32463	1
P40045	P40563	1
P40060	Q03940	1
P40060	P53115	1
P40060	Q12345	1
P40060	Q12386	1
P40060	Q08561	1
P40060	Q12464	1
P39967	Q99247	1
P43579	Q03940	1
P43579	P53115	1
P43579	Q12386	1
P43579	Q08561	1
P43579	Q12464	1
P43572	P47128	1
P43558	P25694	1
P43588	P32565	1
P43588	P53549	1
P43588	Q06103	1
P43593	P33297	1
P43598	Q06625	1
P43609	P53236	1
P19955	P09624	1
P30657	P40302	1
P30657	P21242	1
P53195	P53079	1
P53192	P40056	1
Q01939	P53196	1
Q01939	P32565	1
P27999	P25339	1
P27999	P32914	1
P20447	P25586	1
P46672	Q08601	1
P53137	P36119	1
P53131	P36118	1
P53128	P46151	1
P38633	Q08278	1
P53114	P19659	1
P22147	P10080	1
P22147	P33322	1
P53094	P04821	1
P53076	P38263	1
P53076	Q12508	1
P53076	P40547	1
P53076	P40208	1
P32608	P39743	1
P53236	P53330	1
P53236	Q07979	1
P53236	P32832	1
P32914	P16370	1
P53246	Q02457	1
Q02260	P33203	1
P48363	P46988	1
P53254	P39520	1
P53254	Q05022	1
P53256	P53725	1
P32585	P38633	1
P53278	Q05050	1
P53280	P40314	1
P53280	P47086	1
P23638	P21242	1
P48240	P25359	1
P48240	P38792	1
P48240	Q08285	1
P48240	Q08491	1
P53289	P40856	1
P53292	P27929	1
P53037	P53844	1
P53298	Q06162	1
P53298	Q12161	1
P42939	P25604	1
P42939	Q99176	1
P50089	P32351	1
P32379	P39517	1
P32379	P40303	1
P53330	P22082	1
P53330	P35189	1
P38738	P25366	1
P10080	P33322	1
P07347	P40150	1
P38764	O13563	1
P48836	P41807	1
P34162	P38304	1
P34162	P35732	1
P38789	Q06511	1
P38792	Q08285	1
P13574	P38144	1
P38826	P54790	1
P38826	P50874	1
P38826	Q12341	1
P38826	P54791	1
P38828	P40150	1
P40422	P46669	1
P40422	P10964	1
P38853	P27637	1
P38853	P39523	1
P33334	Q02260	1
P38886	P33297	1
P38888	P17967	1
P16370	P32558	1
P15790	Q12161	1
P40513	P27929	1
P40512	Q12250	1
P40512	Q03981	1
P32565	P33298	1
P32565	P50086	1
P32565	O13563	1
P32565	P33297	1
P32565	Q06103	1
P40509	P32074	1
P40498	Q12136	1
P40492	P38263	1
P40492	P40208	1
P40491	P32463	1
P40487	P32461	1
P40449	P53971	1
P46962	Q12159	1
P47047	Q12080	1
P40361	P15274	1
P40359	Q01454	1
P80428	Q08561	1
P47029	P39940	1
P47011	P23337	1
P47006	P32529	1
P34110	Q02866	1
P32604	Q06137	1
P26755	P26754	1
P32591	P43554	1
P46984	Q03705	1
P20459	P32502	1
P32529	Q01080	1
P47128	P39995	1
P47128	P38811	1
P47130	Q12049	1
P47134	P38283	1
P47167	P38313	1
P47171	Q01448	1
P36090	P40150	1
P35727	P53158	1
P35727	Q06071	1
P36009	P53254	1
P36009	P53317	1
P36009	P53874	1
P32342	P38688	1
P12688	P40485	1
P36048	P40018	1
P36048	Q12420	1
P36040	Q05778	1
P36121	P22276	1
P36121	P32349	1
P36122	Q12114	1
P36132	Q03705	1
P25293	P40150	1
P36152	Q12181	1
P32583	P53131	1
P32583	Q12499	1
Q07794	P53853	1
P54790	Q12341	1
P54790	P54791	1
Q07821	P32860	1
Q07953	P53893	1
Q12345	Q03940	1
Q12345	Q12386	1
Q12345	Q12464	1
Q12168	P53281	1
Q12338	P53942	1
P35181	Q12028	1
Q12460	P47077	1
P52553	P53900	1
P32335	P0CS90	1
P53691	P31539	1
Q06217	P40018	1
P41697	O14468	1
Q06168	Q07979	1
Q06168	Q03124	1
Q06168	Q12406	1
Q12114	Q05029	1
Q06132	P38144	1
Q05934	Q02457	1
Q12748	P53298	1
Q06707	Q03940	1
Q06707	P35817	1
Q06707	Q12464	1
Q06071	P53158	1
Q06071	P48232	1
Q06410	Q12092	1
Q06672	P25339	1
P26570	P33329	1
P26570	P36047	1
P54784	Q12341	1
P46963	Q12159	1
Q03124	P25632	1
Q03124	Q12406	1
Q05050	Q04279	1
Q05050	Q12230	1
Q04213	Q12072	1
Q04660	P32892	1
Q04779	Q03010	1
Q04779	Q12432	1
P24280	P38797	1
Q04279	Q12230	1
P07342	P40150	1
Q04217	P25627	1
Q04217	P53738	1
P40208	P38263	1
Q03213	P43639	1
Q03213	P19454	1
Q05022	P43586	1
Q05022	P36160	1
Q05022	P40991	1
Q05022	Q08235	1
Q04847	P36018	1
Q03496	P38238	1
P38429	P31385	1
P38429	P40505	1
P38429	Q03010	1
P38429	Q08923	1
P48510	Q08412	1
P49955	Q08963	1
P12687	P36519	1
P12687	P36528	1
P00424	P04037	1
P53946	Q03940	1
P53946	Q12386	1
P12695	P16387	1
P53927	P39744	1
P53911	P38811	1
P27929	Q03201	1
P17890	P22276	1
P17890	P32349	1
P53900	P46988	1
P53899	P25694	1
P0CX28	Q06512	1
P53883	Q12499	1
P40150	P38788	1
P53849	P10080	1
P50874	P54790	1
P50874	P54791	1
P21951	P29469	1
P53725	P53859	1
P53725	Q12149	1
P53742	P40010	1
P38902	P41895	1
P38902	P20433	1
P38902	P08518	1
Q08162	P53725	1
Q08162	P32349	1
P40303	P38624	1
Q12348	Q12250	1
Q08287	Q05942	1
Q08287	Q12499	1
P50875	P53165	1
P50875	Q03330	1
Q12517	P38254	1
Q12118	P38276	1
Q08465	Q06188	1
Q08491	P25359	1
Q08491	Q12277	1
Q12000	P39729	1
Q12343	Q06213	1
Q08561	Q03940	1
Q08561	P53115	1
Q08561	Q12386	1
Q08561	Q12464	1
P22276	P32349	1
P22139	P34087	1
P22139	P41895	1
P22139	P04051	1
P22139	P20436	1
P22139	P46669	1
P20436	P08518	1
Q08723	O13563	1
Q08723	P33297	1
P22082	P43554	1
P22082	Q05123	1
P22082	Q12406	1
Q12420	Q03338	1
P46669	P20435	1
P21242	P38624	1
Q12341	P50874	1
Q12341	P54791	1
Q12230	P35719	1
Q12532	P33322	1
P09547	P53330	1
P09547	Q05123	1
Q12194	Q06412	1
Q02875	P40217	1
Q12245	Q07951	1
P26637	P39517	1
Q99257	P46673	1
Q08923	P31385	1
