P30086	Q96B23
Q5TEU4	Q9ULM2
Q96E93	O43474
Q9NUV9	Q96S65
Q8WUA2	O15273
Q9BXW9	P10124
P18754	Q9NZM4
P29376	P13056
Q9UNS1	Q9BX66
Q6ZW31	Q86WR7
P35354	P61160
Q5HYJ3	P51648
Q96RF0	O00287
Q14683	Q9Y375
Q15788	O14777
Q92817	Q96PU5
P02462	Q9UGP4
Q14393	Q9NWN3
Q8N3C0	Q9UBP6
Q9Y6A5	Q8N3Y1
Q9BX40	Q9UNT1
Q15013	O00187
A5D8V6	Q08170
P07858	Q92611
Q96BH1	P27635
Q96II8	O60603
Q9NYJ8	P20929
P55211	Q9H115
Q96FF9	O95980
P16035	Q9P032
Q9P253	Q96PU4
A1L0T0	Q9H892
Q96S97	Q7Z4H7
Q13002	P13051
P49023	Q8TDY2
Q86YS3	O15033
Q8TBC5	Q96N95
Q9NZN9	P20941
Q9HC29	P0DPB6
Q86UQ8	Q9NRR3
Q15973	P62191
Q9P2W3	P62877
Q9UHA4	P14653
Q9NYV6	Q9BVG3
O60346	Q9Y4B5
Q9Y3Y2	P56524
Q92529	P61619
P21145	P49810
Q8TBB1	P19367
Q8IZD4	Q99828
Q7L4P6	Q9ULJ7
O43186	O60356
O14981	Q9H8E8
Q8NEZ2	O15144
P29466	P11182
Q9NUQ8	P32239
Q04828	Q14190
O43707	O94842
P54132	Q9HCS7
P35658	Q9H981
Q9BYZ6	Q99956
P41212	O76081
Q9NSD9	Q9P299
O60337	O00198
P78504	Q96FV9
P18754	Q8TDN4
Q8N539	Q9UL54
P33993	Q5T5X7
Q9Y546	Q9H9B1
Q96S79	Q9Y466
Q9P2F8	Q6PGQ7
P26441	P25815
Q9Y3C1	O14617
Q8IVM0	P56270
Q9NWV8	O43583
Q96B67	P35638
Q5TAB7	P50591
Q8IXH7	Q9HA38
O60231	Q13951
Q00587	O75319
Q96N64	Q96S97
Q13765	Q9HCM7
P41223	P62328
Q9BY43	P30530
O60663	Q96RG2
Q9ULW0	Q92887
P14210	P41238
P62304	Q9P219
Q7Z3I7	P57060
P24390	Q6P3S6
Q6ZUT1	O95273
Q8N3R9	Q9NY72
Q00532	Q13277
Q9P0L0	Q96DC7
P23582	Q14684
Q5THK1	O75167
Q9HB63	A8MQ03
Q96DX7	Q7L190
Q03252	P50539
O15121	O14763
P23560	Q9BVC4
P35613	P42574
Q9UJ41	Q8N1F7
Q9BT78	Q9BRU9
Q8N2Z9	Q9NVV4
Q96N95	Q86UT8
Q9UDV6	O14511
P05198	Q96BY7
Q6I9Y2	Q96K19
O95721	A1L4H1
Q7L7X3	P62899
Q8TBK6	Q8IUX1
Q9NY61	Q9H2S9
Q9UBL3	P26441
O14893	Q8TCX5
P61244	P28749
P04040	P09210
Q969G2	Q9Y2Q5
Q6PIV2	Q13438
Q99638	Q8WU90
Q9P086	P13798
Q15645	Q14678
Q86YS3	Q9UI09
Q9HAP2	Q9UHW5
Q8NFH8	Q9Y512
Q15424	Q8N5C8
Q9H2A7	Q96FX2
Q9UKS6	Q8IXJ6
Q96EL2	O15037
Q53HV7	O60880
Q9NRW7	P17026
Q86YW9	Q16635
P51531	Q8TEX9
Q13438	Q13164
Q9P2N6	O94763
P05787	Q9P253
Q9H0N5	Q99963
P11712	Q96BD6
O94761	Q8WXG8
Q13309	Q9UNF1
P18206	P60410
Q15527	Q8NA57
Q9H3Z4	Q4VX76
P29372	Q8IWA6
Q15054	Q9NXW2
Q6GTX8	O95631
P51813	Q99952
Q8NAV1	Q03154
Q9UK45	Q9BWM7
P05121	Q6PD74
Q9NPJ6	Q8NFD5
A2RU14	Q9Y616
Q96RS6	Q8TDB6
Q9NTI5	Q9BSR8
Q8WUF5	Q8N108
Q9H4I2	P41182
Q5W0V3	P53007
P10275	O15049
P19235	O75317
Q66GS9	Q8IZD9
O95678	Q16763
Q96TA1	P51688
Q9C0F1	P19022
P52739	Q9Y275
Q53GT1	Q13021
Q14005	Q9P278
O95182	Q9Y6H1
Q00532	P23471
O15031	Q9UBR2
Q13542	O43167
P12314	O75477
Q9Y216	Q13042
Q9H9H4	Q9Y4X4
Q01543	Q02363
Q9BQI6	Q9UIQ6
P04180	Q9H1H9
Q9Y285	Q9BQS8
Q9NTX7	P49888
Q12913	Q6PD74
Q13228	Q8IXK0
A6NGB9	Q9Y3S2
O15357	Q9NQL2
P59998	P14316
Q9Y496	P55081
Q96TC7	O14579
P24071	Q9HAU5
Q9NRI5	Q9Y6C2
P51858	Q8NB91
P35916	Q12913
Q13873	P05231
Q12824	O75787
P36896	P62310
P05090	Q12789
Q6AZY7	Q9NPL8
Q9NXZ2	Q99547
P81133	Q86Y39
A2RU67	Q6N075
P07902	Q9NZ71
O00204	Q9HCN8
Q8N5R6	Q13241
Q53G59	Q99814
Q8TAE7	O94776
Q9NY99	O14893
O94822	O60711
P50222	Q9H4D5
Q8WTR2	Q9NPQ8
Q9BVM2	O00311
Q9H788	Q86VS8
Q92499	P04150
Q16827	O95183
P41236	Q8IYR0
Q9NPA0	Q9UH99
P55957	P15391
P49761	Q14204
P28070	Q01780
Q9BPZ7	P19438
Q8IYD8	P21359
Q9HCI7	Q01081
P02792	Q9NY99
P51572	P22061
Q9BUZ4	Q9NYM9
Q96FV9	Q9BSJ2
Q8WY91	Q9BWC9
Q15744	Q9NX55
Q9GZS1	Q13438
P28324	P68400
Q9BPX1	Q01813
P09681	P25311
P23760	O95214
Q9NP98	Q05397
Q6PJ21	Q8TDB6
P20591	Q9ULZ2
Q8TBC5	P22105
O14901	Q969N2
Q6AZY7	Q15404
Q8IVV7	Q9BYR7
Q6AHZ1	Q9NVX7
Q04837	Q9H6Q4
P61964	P12314
Q8N187	P49773
P49917	Q15459
O14662	O15105
P37088	P31785
Q06265	Q6ZN18
Q06187	Q00610
Q6MZT1	Q9BRG2
Q9BRJ6	O00268
P35659	Q9BW83
Q12841	Q96MN5
Q8NI60	Q9BWU1
P51688	Q8IYR0
Q9HAH7	Q96EK4
O95460	Q92824
Q6ICG8	Q13571
A8MQ03	O00401
Q96GY3	Q8IY57
Q8IX18	Q9BQI5
P42574	Q15052
Q04206	O95239
Q96G27	Q99592
Q6WCQ1	Q9NPF7
Q96JA1	P50616
Q86XT4	Q9H4I3
Q16827	Q13635
P51168	Q92949
O75478	P35236
Q08881	Q6PGN9
P68400	P50148
Q13061	Q9H7L9
Q05469	Q00839
P26651	Q9P0L0
O75446	P49796
Q9NVK5	Q9ULP0
Q14596	Q13515
P63208	Q14451
P17152	P53355
Q8WW12	Q5VVQ6
Q96RJ3	Q92804
O75380	P42224
Q9Y3E2	Q08426
Q9NZA1	P19388
Q15428	Q9H992
P41161	O60256
Q14CS0	Q9NU19
Q96QB1	Q9BXY0
O14512	Q9BW66
Q96IK5	Q8IYD1
Q96FJ0	Q8WXX7
Q9BVJ7	Q9H3M7
Q96CB8	Q53G59
P62380	Q9BYD3
Q96LL4	P37108
P13349	Q96PK6
Q9H4B4	Q8IZU0
Q13291	Q12904
Q9H6J7	Q6MZP7
P49761	Q02543
P63146	O60826
P14373	P04075
P55042	Q9HB96
O96004	Q9HD47
Q9UPS6	Q96QU8
P04424	P52948
Q9P2W1	Q8IWR1
P21673	P83369
Q9NRM2	Q8WW01
P01042	P51532
O00213	P42768
Q71RC2	Q03135
O15020	Q9Y448
P04275	Q9GZP9
Q9NXD2	Q8N3C7
Q08495	Q693B1
Q0D2K3	Q96FE5
Q99436	Q9BQ48
Q15700	Q9UJ14
Q9BQ04	Q13009
Q92597	Q96FX2
Q9HBZ2	Q9H3P2
Q6P158	Q9Y575
Q16799	P41226
Q07869	P35240
Q9Y376	Q9H2L5
Q92797	P62888
Q13651	O75052
Q712K3	P55809
P09038	Q9BRJ7
Q6P499	Q13867
P57060	Q8TBZ3
Q13794	P26367
O00754	Q9Y6G9
Q6A162	Q8WWB3
Q7Z6J2	Q86XL3
Q15366	Q86WA8
P11226	P35869
P14625	Q5T7W0
P56589	P23497
Q9Y679	Q6VVB1
Q13084	O60583
Q9P2K5	P41180
Q8TEL6	Q5T2T1
Q16666	Q9H6Y7
Q9H668	P48552
Q15375	Q8NEC5
Q96NC0	Q04864
O00154	O75367
Q14683	O60260
Q8TD17	P28070
P26715	P49815
Q96JS3	Q7Z417
Q9H2D6	Q9ULW0
Q5S007	Q9HAV5
Q9NZC7	Q08AM6
Q6ZMQ8	A8MPX8
P62263	Q504U0
P11441	Q96A08
P62241	Q9HAV5
Q96IP4	O95456
P35221	P34741
P35250	Q86UK7
Q96G01	P05106
Q9BXW9	Q9BSV6
Q8N895	Q8N8S7
Q8NDC0	Q9P2R7
Q8N5M9	P07902
Q9UDY8	Q8TCT7
O75380	P48169
P58004	P48444
Q6ZN55	O60269
Q6P1J9	Q16478
O00159	P80365
O96018	Q93074
Q9Y4W2	Q06643
Q8NFY9	P48436
O00170	Q6PEW1
Q99538	Q8N7H5
P55209	P11940
P28066	Q5VTR2
Q9H9Y6	Q9Y388
O60313	Q8WWW8
P42575	Q86Y01
Q2QGD7	Q96DC7
Q6PH81	O14617
Q9UBI1	Q9Y4R8
Q9BRR8	P07737
O94811	P23769
Q6I9Y2	Q5FBB7
Q8IYU8	Q9BZS1
Q9BQ24	P13994
Q9Y3I1	Q9Y6E2
Q6NW29	Q9BX40
Q8N1E6	P54274
Q2TAC2	P26441
Q99828	Q96MH2
P42680	O43847
Q12800	Q8WU90
Q9Y6E2	P45381
Q9BRG1	P20933
Q8IYR0	Q6PIV2
Q15006	Q8TCT9
Q9NXZ2	Q96C03
O43915	Q16611
P05107	Q9H9Q2
Q6XD76	Q8TDD1
P09067	Q8WUH2
Q4VX76	P35125
Q14197	Q9Y5X2
Q01850	Q99469
P53990	P04066
Q96B96	Q12840
P08621	Q9Y6R0
Q9H2G2	O60662
Q13045	Q13315
Q14527	Q5T447
Q9GZT3	Q3KP44
P20290	Q8IYR0
P14316	P62324
Q9Y4P1	P04183
Q9H334	P78395
P14543	Q8N6R1
P46821	Q9BSR8
Q9GZP9	Q9H6L2
Q16891	Q68D86
Q9BZL3	Q9BXN2
P55895	P21506
O00308	Q6ZN04
Q9Y2L5	Q9BU20
P51159	Q9Y570
Q5MIZ7	Q5SRE7
P32321	Q8NDX1
A8MW92	Q9Y2R9
Q9HB09	Q6PIJ6
Q8NI08	Q9Y4B4
O75362	Q53EZ4
P35070	P13807
Q96FI4	P62263
P19320	Q13352
Q16288	P98164
Q6P2E9	P12314
P23193	Q93045
Q9NRS6	Q9NP64
Q6XD76	Q7Z3I7
Q6PJW8	Q8IX03
O75807	P05813
Q09019	P13639
Q96G04	Q13415
Q6PGQ1	Q8WWV3
Q96A00	Q86WH2
P82675	P09619
Q13017	Q92574
Q9Y2V7	Q96S52
Q99952	Q06643
Q2QGD7	Q6P0N0
P49802	P04040
Q15631	Q9Y5N6
Q9BQA1	O75916
Q9NPC3	Q9NTI5
Q9BW27	Q8TDN1
Q9BQ66	P04066
Q9Y314	Q8WUZ0
Q3B726	Q02878
Q9H773	Q9NXF1
Q00994	O60229
Q7KZ85	Q14562
Q6UB98	P36405
Q6PD74	Q969R5
P55198	P09211
Q9BSW7	Q99615
Q15366	Q92667
Q9UBU6	Q9P206
O75144	Q14397
Q07820	Q9BUL9
Q9UPY6	P09874
P78536	O15400
Q99612	O00264
Q6PJQ5	P31930
Q92538	Q9UMX2
Q15853	Q5VT52
P43403	Q8IYU2
Q13151	Q7Z5V6
Q969Q5	O95400
Q9H9A7	O75182
Q15572	P49247
Q9NPJ8	P61421
Q8TAE7	P00734
P09525	Q9H334
Q9UKR5	P13987
Q8IVD9	Q96A00
Q2NL82	Q03519
Q99497	P00918
O43491	Q8N9Q2
Q96DY7	P28324
P07910	Q86UL8
P51784	Q8N3P4
Q8IWS0	Q92530
Q9BQA9	Q9Y3B7
O15212	Q9NRP7
P31314	O75362
Q92870	Q9Y651
O95279	Q9NRR5
P51665	Q9BUG6
O15049	Q14584
P78344	Q16533
Q5VWN6	Q9Y597
O15162	Q9HB07
Q8IYM1	Q8WUP2
Q02156	Q9UPN9
Q3B7T1	O00499
O43914	Q96FH0
O43639	O95997
Q13287	P61160
P18887	Q86X40
Q01081	P78347
P26715	Q15904
P02768	Q9NUL5
Q9UJ98	Q9Y2L1
O95235	Q96HR9
Q00978	Q6PJW8
P51843	O95295
O95758	Q6MZT1
P03952	Q8TAB5
P41250	Q9Y5S8
Q7Z3G6	Q13428
Q92882	O43633
P40123	Q99469
Q9BZZ5	Q9BXI6
Q8IXZ2	Q92890
Q8N1F7	P55347
Q96LR7	P21246
Q92598	P57105
Q9BT88	O95971
P06737	Q8TC92
Q13287	P03950
Q00987	Q9Y385
Q12778	O75190
Q8N9R6	Q9H1K1
Q96F15	Q9C0C6
Q13224	Q9UNY4
Q9BXI6	Q8NEZ4
P04083	Q9UBC1
P33681	P26441
Q9BXN2	O14832
P07197	Q5JVF3
P20366	Q16629
P47755	Q9NQR1
Q9H3U1	P13682
O94885	P46937
P00973	Q53QW1
Q9UJ98	Q9UNE7
Q9HCS7	P0C7W6
Q9H4I3	P62487
P35354	O14512
Q9NSE2	Q95460
Q8N201	Q8WVM8
P50591	Q9BYM8
Q92585	Q05923
Q9BZZ5	Q15327
Q9H7Z6	Q96HL8
P49281	P51617
Q96KN7	Q9Y253
Q9NUG6	P62875
P17029	P15056
Q9UJV9	Q15386
Q9HCE7	O75208
Q9NPJ6	Q8IWV1
Q9UKY1	Q92820
Q96CS7	O95425
Q9Y297	Q9NXW9
Q8NI77	Q8IX03
Q9UHC7	Q13049
Q9H8V3	Q12980
Q9UHY1	Q7Z6B0
O75618	Q9H992
P42229	Q9NQT5
P19086	O43822
O15503	P11137
Q8WXG1	Q9H488
Q9BSM1	P42025
Q7Z6B7	P05109
O95198	P49418
Q9C0I1	Q9UKA4
Q15669	Q96BM9
Q9Y239	Q9H334
Q7Z434	Q7Z2E3
Q6ZRY4	Q9HBH9
Q9UII6	P15407
O43597	Q16236
Q99933	P25787
Q9UNE7	Q9UBC1
Q8WYA0	Q8IZJ4
Q5TAQ9	Q9Y4E8
Q6P1W5	Q9P2K8
P05362	Q9BYW2
P10721	Q9BWW4
P54136	Q96QS6
Q9H7Z6	Q9GZN1
Q5HYK7	Q9P219
Q9BXJ1	O95045
P06756	P00750
Q8WUM9	Q2MKA7
P62820	Q7Z4U5
Q96DI7	Q15326
P13984	Q9NYM9
O43294	Q08752
O94811	Q8IXJ6
A8K8P3	Q8NI08
Q01664	O95996
Q13315	Q9BVJ6
P07384	Q96EF6
Q13224	O95251
P28066	Q9GZX6
Q9P0M2	Q969H8
O75603	Q8WVM8
O00560	P57105
Q14573	O75521
O14497	O43592
Q13432	Q6ZWJ1
Q86SE5	Q8WYR1
O15205	P35869
P24752	Q659A1
Q9Y6F1	Q14511
P57682	Q96B67
Q8IZ69	Q969Q6
Q5MJ70	Q6P499
O94762	O00220
Q92692	P05783
Q96BZ8	O43674
Q5TA31	Q6Y7W6
O15287	Q6ZW31
Q6QNY0	Q8N3Y1
P23528	Q99967
Q12824	P61604
Q7Z589	Q8N187
Q8IWZ8	Q9BS34
Q9P2B4	Q9H1B7
Q9H8Y8	P14210
Q96GC6	Q56P03
Q9NS91	Q7RTU3
P08651	P51808
Q86Z23	Q9BZL3
P04626	Q9BXI3
Q15404	Q12879
O60500	O96004
P27448	P31431
Q08211	Q9NY33
P48431	Q13424
P41235	Q92904
Q8IXJ9	P52435
Q99613	Q9UF56
Q9BSJ2	P20810
Q9BUZ4	Q13368
P01374	Q13368
Q8N5Z5	Q70YC5
Q13887	Q15047
Q8TCE9	Q96AQ9
O43365	Q9BXF6
Q16827	Q4G148
P10070	Q5VTB9
P23528	Q15019
Q96KM6	P09914
P50458	Q8IXJ6
P62875	Q13651
Q92552	Q8N6D2
P56962	O00303
Q13627	Q2TAL8
Q86VN1	P29475
O14775	Q9H5Z1
P49754	Q7KZF4
Q9UJX4	Q92643
P12644	Q9ULM3
Q99732	P62888
P08572	Q14676
P48723	Q8NHQ9
O60678	P29460
Q9Y296	P19388
Q8TDN4	Q8IYF3
Q9BY43	O14530
Q8ND90	Q99816
Q14657	P01009
Q12962	O94921
Q8NEM2	Q7RTU0
P52926	P12757
P23409	Q05048
Q13151	Q9Y263
Q8TEB1	P40306
Q9NYN1	Q8IYY4
P0DI82	Q5HYK7
O43639	Q9UM82
Q9UKD2	O95477
P62750	O75444
Q05D32	Q6P499
Q96L91	Q9BRQ0
Q9HCU8	P78317
Q92560	O95256
P07814	P60468
P78504	Q96B36
Q9Y698	Q9NWK9
P42226	Q9H0K6
Q9H672	P46060
P46940	Q93034
Q8WWB5	Q9BXI6
Q96CD0	Q13415
O96000	Q99623
Q8IVW4	O00628
Q8TB96	Q9P0I2
O15230	Q9Y574
O43521	Q9H267
Q9BWG6	Q96DZ9
Q71SY5	Q8N7C3
P12259	Q96CB9
Q9UBU9	Q9UBF8
Q96GQ5	Q9NXF1
P82675	Q9Y2W1
Q9ULK4	O95470
Q96MN2	P55040
O75317	P57059
Q9NRP7	Q15773
Q8IVW4	Q13873
Q9NR22	Q16649
O43464	P02724
Q9H4A3	Q7RTU3
O43143	Q9H1D9
Q9HB75	P23511
Q9H9Q2	O95379
O00155	Q15768
Q8N983	P49716
Q8NHQ9	P41240
Q8NFW9	Q9BXJ1
P30086	Q9UPY6
Q96EF6	O43172
Q96HB5	Q9H2F5
Q9UL45	Q9Y605
Q16611	Q8IWU4
Q8N3V7	P49918
Q12805	P22736
Q8WV44	Q8TBE0
P24001	O14807
Q96PU5	O00444
P49643	Q9Y2X7
Q9P2D0	Q9UBT7
Q8NE01	Q12934
O43924	Q96MT8
Q96EQ8	Q49AR2
Q9Y2M0	Q9Y5J3
Q8IWW6	Q5VTR2
P49023	P49755
Q9NVF7	Q9H816
O00264	Q96CS2
Q9Y2X9	Q96KG9
Q92817	P40189
Q96GX8	Q99459
Q9NV92	P02647
O15054	Q9H0F6
Q8IYD8	Q9BVA0
P62249	Q96PN8
Q96F15	Q13206
Q9UGI8	Q96DF8
O14682	O43593
O60603	Q03135
Q05195	O43920
Q5VSL9	Q9BRR9
O95628	P51970
Q15019	P17936
Q8WZA1	Q6PJ61
Q6DD88	Q8WXH5
Q2M2Z5	Q8IWS0
Q9BTD8	Q8N3L3
Q8NE71	Q9ULR0
P55769	Q02763
P48200	O76081
P08651	P15382
P16435	Q9UL19
Q9Y3C4	P18507
O95407	Q96CG3
P63172	Q8N448
O75113	P09914
Q96GA3	O00746
O95994	P48023
Q9BRX5	Q2KHR3
Q86WJ1	Q8TEQ6
O14974	Q9P246
O60500	Q8IYU8
Q8N474	Q9UKA1
O15160	Q9Y2Z0
Q96GC6	Q8IVA1
Q9NP62	Q8N5J2
Q9ULW3	Q9BSR8
Q15435	O95980
Q14677	Q9UPY3
O00231	Q9UK80
O95295	Q86WV6
Q8IZ21	Q969H4
P25686	Q9H1J1
Q9NZL9	Q8TDN6
Q99489	Q8IX12
O75586	Q86YD7
P59780	Q08380
O43292	Q9NZJ0
O43310	Q12860
Q96AG4	O94776
P34925	Q7Z6E9
O95677	P84077
Q15742	Q13425
Q8IWV8	P21283
Q5VZK9	Q7L7V1
P10071	P08865
P63211	Q96CD2
Q4G0X9	Q8IZQ8
P51946	Q17RB8
Q9P0N8	P05783
Q96C03	P31269
Q96PU4	Q8WUJ0
Q17RB8	Q93074
Q12972	Q9BZV1
P57086	Q96NZ9
P13798	Q9UHV2
O14763	P14854
Q9H9A5	Q9UK45
Q6NSI4	O95470
P07766	Q6AI39
Q9Y263	P20273
Q8N6N6	O60573
O75529	Q86UP3
Q9H9Q2	P0CG13
P06746	P36952
P09874	P09622
Q8WW35	Q9P0J7
Q92990	Q8IUH3
Q8NC24	Q96JZ2
O60437	Q9Y5P6
P23471	Q6ZU35
Q00978	Q9UJY1
P35070	Q8NEB9
Q8WUU8	Q86XR8
P26358	P21980
O95278	Q969R5
Q9BWG6	A5D8V6
O94952	Q9UN30
Q8N9W6	Q9P2K8
P15336	P68032
P53778	P46100
P34897	O95149
Q8NCN4	Q9H1I8
Q9UL15	Q58WW2
Q9P2W1	P07738
P43487	Q9BQ65
P42345	P20807
O75351	Q5BVD1
Q8TEX9	Q13202
O43175	Q9H093
Q99966	Q99952
Q00597	Q99567
Q9BTV4	Q96NT3
Q99961	Q15208
P54252	Q96AP4
Q96SB3	O60343
Q86VW0	Q96A47
Q8TCX5	P51955
Q8NB46	O00443
Q14449	O14775
Q9NQC7	Q86VX2
Q6P2E9	Q92615
Q9NRQ5	Q9Y2Y1
P29590	Q70IA6
Q9Y6Q6	Q96BM1
Q17RD7	O95169
O00750	Q96JH7
Q96AT1	P55209
Q00653	Q15078
Q9Y283	P18124
Q8WW32	Q8IWU4
Q96R06	O75154
Q9NRC8	Q9C0J9
Q6Y7W6	Q15139
P30876	Q16585
P51148	P27824
O43920	Q9BQA9
O94817	Q01780
P06737	Q96GY3
P54578	Q9UJA3
Q8NDZ2	Q86WA8
Q9H074	P49821
O95544	P62312
P20585	P12694
Q7Z6L1	Q96G27
P15407	Q08495
Q13239	Q86VR2
Q16478	Q9Y2Z0
P07766	O75886
Q86UN6	P23588
Q14674	O60331
Q12899	Q16665
Q5VWN6	O15169
Q96HQ2	Q9BU20
Q13404	Q9UKT9
Q99613	P0DTW1
Q9UNY5	Q9NZJ5
Q15102	Q9P2J5
Q9NXD2	Q71F56
Q96P20	Q9Y4G8
Q5R372	P51970
Q8TEV9	P35637
Q9NRF9	Q6PHW0
Q9NPL8	Q9Y242
Q9NQZ6	P23258
Q9P2I0	Q9BYV6
O60346	P43378
Q9UBU9	Q15811
Q969R5	P11441
Q5T5X7	Q96AJ1
Q93045	Q9BVQ7
P21860	Q0D2K3
P47974	P0DI82
Q9Y421	O00482
Q8WV99	Q9NU23
Q9UJY4	P55211
Q9Y285	Q6ZU35
Q9H5K3	P84077
Q13428	Q6ZN55
Q8TF74	Q09019
Q9P2H3	P05412
Q9NTK5	Q99750
Q9H063	Q96PQ7
O60343	Q12891
Q96SL4	Q99828
Q86VM9	O75030
Q14183	P62826
O95628	Q96SI9
Q8IWL3	O15294
Q86V42	P0C0S5
Q9Y272	Q96C10
Q6NZI2	P61254
Q8IYX3	Q5T5A8
Q9Y3E7	O75155
Q96I25	P00533
Q9P2A4	O14734
Q9UQR0	Q12824
Q8N1L9	Q92698
Q9BXF6	O96014
Q9NY99	P04637
Q8WV22	Q6ZSB9
Q8WV41	Q92599
P20336	Q08499
P21266	Q99759
O00305	Q5TGY3
P15509	P60520
Q14103	Q96PM5
Q9P2A4	Q8NB12
Q2KHR3	Q9BXN2
O43752	Q7Z2W9
Q8WWV3	O60678
Q7L5N1	Q9H0K6
Q9H270	O75607
Q9GZZ1	Q9NQY0
Q3SYG4	P20963
Q8IXW5	P22681
O15344	Q86XL3
O60381	Q9NUJ1
Q5UCC4	Q92878
P02545	Q14457
Q93034	Q969K4
Q12769	P18754
Q15532	P43403
P22234	Q05048
P54727	Q96SB8
Q8WWY6	O43719
Q6NZ67	Q9P127
Q96AQ9	Q9P2M7
Q14168	Q14005
P50549	Q8WXG8
A8MQ03	Q9UK11
P49918	P21266
P42679	A8K0Z3
P31323	O60921
Q8IYI0	A1L0T0
Q9Y6K9	O43303
Q9H967	P28799
Q9NRX1	Q9NQX4
Q9HCC0	Q14694
Q96GQ5	Q9HAQ2
Q9NXU5	Q96AA8
Q9H0A0	Q9P2S5
Q96PV4	P18206
Q6ZW31	Q8IWX8
Q6UWE0	Q6ZUJ8
Q9BW27	Q9UI36
Q9BYR7	Q9BY89
Q9H0A9	O75886
Q9BTV7	Q13206
Q6UWE0	Q96F24
Q7RTV0	P49720
Q9UBS9	O43719
Q8N653	Q9Y6F6
Q96DT7	Q15370
O95985	Q9NQL2
P11831	O15054
Q8N715	P19544
P10415	P29597
P56270	Q8N2I9
Q86VF7	Q5JS54
P43363	Q96DH6
Q96EF6	Q9GZY0
Q14197	P28065
Q8TF05	Q9NQ87
P15311	P61024
P04114	Q9UHB6
Q15067	O76064
Q9UBL6	Q75VX8
Q6PD74	Q969T9
O00762	P19838
Q9BWX1	Q8N5I2
Q07960	O60826
P62873	Q8IX18
P38606	Q9Y2I6
Q96EQ0	Q96HD9
Q07666	Q9BVP2
P25054	Q8N5Z5
P18124	O43929
Q9NZN5	P02652
Q9Y6F6	P12004
Q15034	P20645
Q9H8Y5	Q05D32
Q86UT8	O43379
Q8WV07	Q9BRL6
Q8N5J2	P31273
Q53EZ4	P09622
Q8N9I9	P13569
Q8WV28	Q86Y39
P61165	Q13427
Q99697	P55769
Q01344	P24394
P62875	Q9Y483
O75477	Q86TB9
Q8TES7	Q16600
O14490	P51784
Q13561	P49901
Q03135	Q8WU79
O15482	Q7Z2W9
Q9BY43	Q6IAA8
O43236	O43678
Q8IVA1	O60237
Q9UBK9	O75419
P04155	Q8IU60
O75603	Q6PH81
Q70IA6	Q96Q35
Q9NRJ4	Q8N1L9
Q9H2C0	Q9UN86
P19022	P53804
Q9NW82	P28070
P83436	O14657
Q9BRX9	Q86VF7
P05106	P40855
Q9NR09	Q02447
O75161	O15117
Q2T9J0	P98170
Q9NQ94	Q16718
Q15678	Q71U36
Q9BXJ9	P55316
Q8N140	P14635
Q96Q15	P00918
Q9P2K2	Q8IY31
Q9UBF6	Q86WH2
Q96ST8	Q8N7X8
O75351	Q9BUN8
Q8NEC5	P78314
Q9BVW5	P07550
Q5QJE6	Q92888
Q7Z434	O15318
Q9NUL5	Q13206
Q96L94	Q13542
Q9H867	P25440
Q9Y266	Q6N021
Q9H2G4	Q96MW5
O75506	Q9P0I2
Q6FI81	Q8IWX8
P46736	Q96BY6
Q03252	O43852
Q13190	Q9Y5B0
P49458	P19447
Q9H267	Q5UCC4
P55895	P23229
Q9Y312	Q8WW01
Q9H7X7	P25105
Q6P9B6	Q8N9B5
Q03518	Q16363
O15503	P08151
Q12768	O43255
Q9BSV6	Q6NVH7
Q5UIP0	Q14764
Q9NS69	Q8TBE0
P57075	Q96I25
P11686	Q15386
P35613	Q05655
P35212	Q53GS9
Q8N4P3	P62316
Q8IVD9	P61978
O43313	Q8TAX0
Q9BST9	O15315
Q96B02	Q8WXA2
O00754	Q9P0J0
Q676U5	O00327
Q7L3T8	P51608
Q3V5L5	Q9C0C9
Q6NZ36	Q92630
Q8IXM3	P62945
P31323	Q14165
Q96FC7	Q8NEZ2
Q9P2N7	Q9H081
P42773	Q93050
P52815	Q9H081
Q9Y4B4	O43293
P62318	A8MT69
P53805	Q00403
Q86WV5	P51826
O60927	Q9Y2L1
P40123	Q8WXG1
P55198	Q92966
Q96DH6	Q14684
Q5T5X7	P26842
Q15048	Q9P2X0
Q14677	Q9H9E3
P51826	Q9NX63
P52739	P45973
Q9BWW4	Q92949
P56181	A8MPX8
Q9UKT4	P06858
O15155	O15156
Q9Y253	Q9NP92
A2A3K4	Q5SW96
P61970	Q9UJZ1
P01040	Q9Y6D0
Q9UI95	Q9Y2H0
Q15382	Q9HCI7
P61962	Q8NEF3
Q13115	P62316
P82912	P26374
Q9NS87	Q8NAA4
Q5XUX0	Q92624
Q14444	Q8WZ60
Q02952	Q8IYE0
Q92665	Q8TCT9
Q12778	P15822
Q8WV92	P18054
P18146	P49642
P49902	P08559
Q12926	Q96G23
Q9Y2L9	Q9GZY0
P10244	Q15637
Q96EC8	A6NHQ4
P18858	P11712
Q96HA1	O95257
Q53HV7	O95343
O95163	Q9UGM3
O75367	Q7Z5Q5
Q86YC2	P04275
Q9H093	Q99871
Q16763	Q9ULS6
P28065	O00220
P10827	O00757
Q13077	O00206
Q96IQ9	Q5VTR2
P43626	Q07021
P18084	Q9BQP7
Q13021	Q01831
P60409	P07355
Q6GTX8	Q96T88
